# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Feb 15 18:43:26 2026
#
# User preference: *
#
# CONSTRAINT:  where (koi_disposition like '%false%')
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_fpflag_nt:  Not Transit-Like False Positive Flag
# COLUMN koi_fpflag_ss:  Stellar Eclipse False Positive Flag
# COLUMN koi_fpflag_co:  Centroid Offset False Positive Flag
# COLUMN koi_fpflag_ec:  Ephemeris Match Indicates Contamination False Positive Flag
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_time0bk_err1: Transit Epoch Upper Unc. [BKJD]
# COLUMN koi_time0bk_err2: Transit Epoch Lower Unc. [BKJD]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_impact_err1: Impact Parameter Upper Unc.
# COLUMN koi_impact_err2: Impact Parameter Lower Unc.
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_insol_err1: Insolation Flux Upper Unc. [Earth flux]
# COLUMN koi_insol_err2: Insolation Flux Lower Unc. [Earth flux]
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_tce_delivname: TCE Delivery
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN koi_slogg_err2: Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
7886329,K06930.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,0.567493852,2.1000000e-08,-2.1000000e-08,131.9916219,3.060000e-05,-3.060000e-05,1.2750,0.0690,-0.0460,1.35349,0.00442,-0.00442,7.9840e+03,0.000e+00,0.000e+00,65.47,1.616e+01,-2.419e+01,3024.0,,,19665.18,14361.58,-12748.63,1219.80,1,q1_q17_dr25_tce,6370.00,173.00,-192.00,4.053,0.357,-0.153,1.5480,0.3820,-0.5720,290.234070,43.662060,13.205
7919653,K06932.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,2.105238039,3.0400000e-07,-3.0400000e-07,132.6754630,1.200000e-04,-1.200000e-04,0.8300,0.0370,-0.0140,5.23595,0.00939,-0.00939,9.4675e+04,1.340e+02,-1.340e+02,75.10,1.765e+01,-3.275e+01,1966.0,,,3523.25,2543.24,-2534.49,1071.90,1,q1_q17_dr25_tce,5947.00,183.00,-183.00,3.943,0.440,-0.110,1.8850,0.4430,-0.8220,299.937350,43.627129,13.796
7938468,K06933.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,7.226944171,1.3710000e-06,-1.3710000e-06,136.1630080,1.560000e-04,-1.560000e-04,1.2330,0.0090,-0.0140,23.01240,0.01850,-0.01850,6.8218e+05,2.580e+02,-2.580e+02,237.79,6.907e+01,-5.647e+01,1179.0,,,457.25,399.69,-224.66,3076.60,1,q1_q17_dr25_tce,6270.00,188.00,-206.00,4.199,0.209,-0.171,1.3600,0.3950,-0.3230,281.943360,43.728588,13.270
8560861,K07059.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,1,31.973311701,8.2350000e-06,-8.2350000e-06,133.8672250,2.130000e-04,-2.130000e-04,1.3500,0.0600,-0.1120,13.21050,0.01870,-0.01870,7.5054e+04,6.200e+01,-6.200e+01,272.44,5.564e+01,-1.298e+02,1289.0,,,652.01,402.39,-501.26,1554.10,1,q1_q17_dr25_tce,7854.00,217.00,-326.00,3.669,0.432,-0.108,3.4620,0.7070,-1.6500,292.139400,44.672741,8.500
8565900,K07060.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,1.641258440,,,131.9294000,,,,,,4.51000,,,,,,,,,,,,698.68,615.06,-183.30,,1,q1_q17_dr25_tce,,,,,,,,,,294.105260,44.615269,14.970
8569819,K07062.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,20.849919614,,,137.5588347,,,13.7150,,,13.76870,,,3.1309e+05,,,2912.48,7.824e+02,-7.046e+02,1099.0,,,345.25,282.59,-177.67,1614.70,1,q1_q17_dr25_tce,7355.00,228.00,-304.00,4.042,0.198,-0.162,1.9840,0.5330,-0.4800,295.475800,44.621490,13.040
8574270,K07063.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,15.120212531,1.7490000e-06,-1.7490000e-06,139.6966549,9.600000e-05,-9.600000e-05,1.1990,0.0490,-0.0280,3.50007,0.00415,-0.00415,2.4616e+04,2.350e+01,-2.350e+01,33.11,3.700e+00,-3.340e+00,605.0,,,31.61,12.36,-8.69,928.20,1,q1_q17_dr25_tce,5232.00,157.00,-141.00,4.554,0.083,-0.060,0.7250,0.0810,-0.0730,296.821110,44.675980,15.166
8581658,K07064.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,3.481657589,6.3000000e-08,-6.3000000e-08,134.1835162,1.490000e-05,-1.490000e-05,0.2450,0.0010,-0.0010,4.75315,0.00104,-0.00104,3.4701e+05,6.730e+01,-6.730e+01,78.24,2.116e+01,-2.115e+01,1485.0,,,1151.70,941.75,-609.30,7428.70,1,q1_q17_dr25_tce,6225.00,188.00,-188.00,4.191,0.258,-0.172,1.2910,0.3490,-0.3490,298.683290,44.636810,13.396
8590527,K07065.01,,FALSE POSITIVE,FALSE POSITIVE,0.2280,0,1,0,0,0.739769962,6.1000000e-08,-6.1000000e-08,131.9671179,6.920000e-05,-6.920000e-05,1.2120,0.0760,-0.0310,1.95901,0.00197,-0.00197,2.0729e+04,1.220e+01,-1.220e+01,82.29,1.938e+01,-3.324e+01,3013.0,,,19590.61,13287.22,-13428.04,726.20,1,q1_q17_dr25_tce,6465.00,155.00,-194.00,3.947,0.420,-0.140,1.8470,0.4350,-0.7460,301.048220,44.603031,11.634
8604993,K07066.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,6.570421193,1.2140000e-06,-1.2140000e-06,134.0194800,1.560000e-04,-1.560000e-04,0.9390,0.3870,-0.0310,4.46980,0.01110,-0.01110,6.0118e+04,1.050e+02,-1.050e+02,33.99,9.250e+00,-3.970e+00,946.0,,,189.25,151.19,-56.83,712.60,1,q1_q17_dr25_tce,5812.00,156.00,-156.00,4.484,0.065,-0.182,0.9080,0.2470,-0.1060,282.239960,44.731140,15.299
8608490,K07067.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,0.541405029,8.1000000e-08,-8.1000000e-08,131.9335230,1.240000e-04,-1.240000e-04,0.6410,0.1080,-0.0720,2.74810,0.00949,-0.00949,3.2766e+05,8.290e+02,-8.290e+02,125.64,7.797e+01,-7.798e+01,2679.0,,,12266.51,24414.87,-10703.93,541.20,1,q1_q17_dr25_tce,5096.00,168.00,-153.00,3.889,0.735,-0.368,1.7820,1.1060,-1.1060,284.167180,44.779369,14.771
9579789,K07193.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,2.178141860,1.5660000e-05,-1.5660000e-05,132.0294600,7.090000e-03,-7.090000e-03,0.0120,0.4540,-0.0120,1.98800,0.21400,-0.21400,1.2770e+02,1.370e+01,-1.370e+01,0.92,9.000e-02,-9.000e-02,1174.0,,,447.79,158.53,-120.18,11.20,1,q1_q17_dr25_tce,5101.00,154.00,-138.00,4.506,0.070,-0.070,0.8400,0.0810,-0.0810,287.975460,46.289631,15.458
9581498,K07194.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,10.548848420,,,140.3874343,,,,,,1.17000,,,,,,,,,,,,,,,,1,q1_q17_dr24_tce,,,,,,,,,,288.920410,46.221142,14.184
9592855,K07196.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,1,0.609662423,2.2000000e-08,-2.2000000e-08,131.9465140,2.990000e-05,-2.990000e-05,0.7990,0.0130,-0.0120,4.24033,0.00354,-0.00354,1.4092e+05,7.270e+01,-7.270e+01,110.14,2.616e+01,-3.487e+01,3834.0,,,51214.99,37515.86,-31059.11,3250.10,1,q1_q17_dr25_tce,7498.00,235.00,-314.00,3.964,0.228,-0.152,2.2740,0.5400,-0.7200,293.770140,46.236580,12.216
9596187,K07198.01,,FALSE POSITIVE,FALSE POSITIVE,0.6690,0,1,0,0,0.953299962,1.8200000e-07,-1.8200000e-07,131.6993090,1.520000e-04,-1.520000e-04,1.2670,0.5230,-0.1700,1.69478,0.00704,-0.00704,2.2366e+03,5.500e+00,-5.500e+00,35.67,1.046e+01,-5.210e+00,2011.0,,,3850.25,3321.48,-1398.58,298.00,1,q1_q17_dr25_tce,6183.00,169.00,-206.00,4.407,0.090,-0.195,1.0200,0.2990,-0.1490,294.991210,46.223572,14.538
9597095,K07200.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,2.745640575,2.7200000e-07,-2.7200000e-07,131.7077950,8.290000e-05,-8.290000e-05,1.1170,0.0900,-0.0610,3.04508,0.00404,-0.00404,4.5265e+04,3.620e+01,-3.620e+01,47.22,0.000e+00,0.000e+00,1300.0,,,673.90,0.00,0.00,918.00,1,q1_q17_dr25_tce,5780.00,,,4.438,,,1.0000,,,295.328550,46.268375,15.945
10454401,K07328.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,12.180721266,7.9500000e-07,-7.9500000e-07,139.3460044,5.400000e-05,-5.400000e-05,0.4790,0.0070,-0.0040,4.15602,0.00206,-0.00206,4.1495e+05,1.280e+02,-1.280e+02,63.25,1.542e+01,-5.160e+00,742.0,,,71.88,51.88,-17.58,1809.80,1,q1_q17_dr25_tce,5750.00,156.00,-156.00,4.538,0.040,-0.160,0.8820,0.2150,-0.0720,284.317170,47.678638,15.386
10462826,K07329.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,50.467024395,8.6150000e-06,-8.6150000e-06,132.0094840,1.430000e-04,-1.430000e-04,0.9730,0.1230,-0.0330,8.96181,0.00846,-0.00846,1.0314e+05,7.790e+01,-7.790e+01,52.88,1.782e+01,-5.950e+00,523.0,,,17.63,17.83,-5.64,1435.10,1,q1_q17_dr25_tce,6137.00,184.00,-220.00,4.448,0.070,-0.210,1.0120,0.3410,-0.1140,288.674770,47.636028,14.884
10468514,K07331.01,,FALSE POSITIVE,FALSE POSITIVE,0.7010,0,1,0,0,0.849860540,1.8550000e-05,-1.8550000e-05,132.0547000,3.150000e-02,-3.150000e-02,1.2600,4.6330,-0.1820,1.38750,0.02250,-0.02250,6.5715e+03,6.990e+01,-6.990e+01,67.45,4.125e+01,-3.377e+01,2260.0,,,6185.90,11187.41,-4761.44,100.10,1,q1_q17_dr25_tce,5164.00,102.00,-102.00,3.949,0.604,-0.325,1.6760,1.0250,-0.8390,291.109740,47.615490,14.319
10471113,K07332.01,,FALSE POSITIVE,FALSE POSITIVE,0.6850,0,0,1,0,0.933728196,8.3490000e-06,-8.3490000e-06,131.5336000,7.500000e-03,-7.500000e-03,0.0150,0.4490,-0.0150,3.44100,0.25200,-0.25200,6.7700e+01,5.900e+00,-5.900e+00,0.85,2.800e-01,-1.000e-01,2006.0,,,3826.49,3652.33,-1225.97,13.30,1,q1_q17_dr25_tce,6170.00,171.00,-214.00,4.430,0.072,-0.217,1.0320,0.3340,-0.1190,292.166140,47.612251,15.317
10481054,K07333.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,0,1,2.037427120,3.0570000e-05,-3.0570000e-05,131.5592000,1.350000e-02,-1.350000e-02,0.7910,0.1890,-0.5500,3.93900,0.28100,-0.28100,3.6000e+01,3.700e+00,-3.700e+00,0.90,1.500e-01,-1.600e-01,1812.0,,,2550.21,1139.11,-894.09,11.40,1,q1_q17_dr25_tce,6356.00,76.00,-76.00,4.215,0.143,-0.117,1.3580,0.2370,-0.2370,295.844480,47.652119,13.929
10486425,K07334.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,5.274819905,7.9500000e-07,-7.9500000e-07,136.7089080,1.220000e-04,-1.220000e-04,0.9900,0.0430,-0.0380,4.66880,0.00626,-0.00626,1.0896e+05,1.280e+02,-1.280e+02,100.89,2.998e+01,-1.997e+01,1646.0,,,1733.91,1519.28,-815.10,902.50,1,q1_q17_dr25_tce,7247.00,200.00,-343.00,4.111,0.124,-0.186,1.8340,0.5450,-0.3630,297.476750,47.658981,12.465
11560447,K07458.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,0.527678272,4.8000000e-08,-4.8000000e-08,131.8133693,7.540000e-05,-7.540000e-05,0.3850,0.0110,-0.0120,2.33166,0.00835,-0.00835,2.4774e+05,5.510e+02,-5.510e+02,75.31,1.169e+01,-2.915e+01,2551.0,,,9989.53,4246.70,-6436.24,706.10,1,q1_q17_dr25_tce,5321.00,88.00,-72.00,4.069,0.384,-0.096,1.4750,0.2290,-0.5710,292.575960,49.525700,10.834
11601357,K07459.01,,FALSE POSITIVE,FALSE POSITIVE,0.4020,1,0,0,0,3.550270510,4.5540000e-05,-4.5540000e-05,133.7711000,1.090000e-02,-1.090000e-02,0.0220,0.4430,-0.0220,1.87900,0.25200,-0.25200,2.1270e+02,3.440e+01,-3.440e+01,1.15,2.400e-01,-1.000e-01,1036.0,,,272.61,178.31,-76.75,7.60,1,q1_q17_dr25_tce,5497.00,182.00,-199.00,4.581,0.036,-0.135,0.8000,0.1640,-0.0700,286.309020,49.623871,15.810
11615481,K07461.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,65.431719400,1.5890000e-04,-1.5890000e-04,144.1713430,3.330000e-04,-3.330000e-04,0.8850,0.0400,-0.0310,12.23840,0.01350,-0.01350,1.5341e+05,1.580e+02,-1.580e+02,59.22,1.948e+01,-6.940e+00,490.0,,,13.58,13.18,-4.52,1146.60,1,q1_q17_dr25_tce,6201.00,172.00,-237.00,4.431,0.072,-0.217,1.0400,0.3420,-0.1220,294.254180,49.695839,15.540
11616200,K07462.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,1.718649321,2.3000000e-07,-2.3000000e-07,132.2109200,1.100000e-04,-1.100000e-04,0.4210,0.0110,-0.0160,3.94095,0.00693,-0.00693,1.9057e+05,3.040e+02,-3.040e+02,39.08,1.171e+01,-3.110e+00,1499.0,,,1194.16,1050.48,-299.44,833.40,1,q1_q17_dr25_tce,6071.00,165.00,-183.00,4.541,0.037,-0.213,0.8650,0.2590,-0.0690,294.572880,49.668442,13.510
11616631,K07463.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1,7.294917500,4.2050000e-04,-4.2050000e-04,136.0798000,5.260000e-02,-5.260000e-02,1.1320,0.4020,-0.1440,41.04000,4.20000,-4.20000,1.8280e+02,1.270e+01,-1.270e+01,11.67,1.790e+00,-9.500e-01,763.0,,,79.99,39.77,-19.59,18.90,1,q1_q17_dr25_tce,5289.00,159.00,-143.00,4.614,0.036,-0.096,0.7310,0.1120,-0.0600,294.765750,49.664719,15.848
11616663,K07464.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1,7.293580100,2.9960000e-04,-2.9960000e-04,136.2546000,3.720000e-02,-3.720000e-02,1.1570,0.1610,-0.1460,40.02000,2.20000,-2.20000,1.2450e+02,6.000e+00,-6.000e+00,17.41,4.320e+00,-1.540e+00,925.0,,,173.44,126.88,-45.73,26.60,1,q1_q17_dr25_tce,5900.00,158.00,-176.00,4.509,0.044,-0.176,0.9510,0.2360,-0.0840,294.776490,49.656010,14.973
11618798,K07465.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,1,0,42.926136400,7.4360000e-04,-7.4360000e-04,138.5107000,1.630000e-02,-1.630000e-02,0.2964,0.1625,-0.2964,2.57800,0.34200,-0.34200,3.7840e+02,5.770e+01,-5.770e+01,1.84,7.700e-01,-1.500e-01,490.0,,,13.65,17.27,-3.51,8.60,1,q1_q17_dr24_tce,5628.00,177.00,-178.00,4.503,0.037,-0.037,0.9530,0.3950,-0.0770,295.655910,49.609348,15.395
2570505,K06279.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,1.891293380,3.5390000e-05,-3.5390000e-05,132.6698000,1.820000e-02,-1.820000e-02,0.3730,0.0870,-0.3730,5.67700,0.38500,-0.38500,3.3800e+01,2.700e+00,-2.700e+00,0.42,4.000e-02,-4.000e-02,1152.0,,,416.87,139.84,-113.37,15.10,1,q1_q17_dr25_tce,4986.00,151.00,-136.00,4.558,0.066,-0.044,0.7330,0.0650,-0.0720,290.289550,37.888168,13.558
2570767,K06280.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,1.891244530,1.9320000e-05,-1.9320000e-05,132.6958000,1.220000e-02,-1.220000e-02,0.7340,0.2410,-0.4890,5.08000,0.34900,-0.34900,3.1000e+01,2.000e+00,-2.000e+00,1.19,3.700e-01,-1.300e-01,2200.0,,,5537.41,5263.16,-1568.29,19.40,1,q1_q17_dr25_tce,5850.00,175.00,-158.00,3.720,0.095,-0.176,1.9770,0.6260,-0.2090,290.330020,37.891029,12.760
2571075,K06281.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,1,1.891342010,3.6550000e-05,-3.6550000e-05,132.6744000,2.080000e-02,-2.080000e-02,0.2376,0.2307,-0.2375,4.67400,0.51400,-0.51400,1.2890e+02,1.450e+01,-1.450e+01,0.92,3.500e-01,-7.000e-02,1325.0,,,729.42,824.88,-175.06,8.90,1,q1_q17_dr24_tce,5658.00,163.00,-151.00,4.567,0.031,-0.031,0.8150,0.3090,-0.0650,290.387390,37.820290,15.799
2576692,K06282.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,87.878261910,1.6540000e-05,-1.6540000e-05,194.1051060,1.400000e-04,-1.400000e-04,0.5850,0.0070,-0.0080,12.81380,0.00856,-0.00856,3.3906e+05,2.040e+02,-2.040e+02,110.85,2.343e+01,-3.510e+01,530.0,,,18.65,11.57,-10.70,1974.60,1,q1_q17_dr25_tce,5784.00,145.00,-131.00,3.985,0.308,-0.110,1.6420,0.3470,-0.5200,291.643010,37.814259,12.744
2580872,K06283.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,15.926632768,1.5710000e-06,-1.5710000e-06,145.5519669,7.800000e-05,-7.800000e-05,0.6720,0.0090,-0.0090,7.42888,0.00415,-0.00415,2.7186e+05,1.320e+02,-1.320e+02,57.95,1.403e+01,-7.010e+00,670.0,,,47.68,35.07,-15.05,2278.90,1,q1_q17_dr25_tce,5496.00,164.00,-164.00,4.471,0.075,-0.163,0.9170,0.2220,-0.1110,292.528590,37.810020,14.880
2583777,K06284.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,0.958116585,2.2000000e-07,-2.2000000e-07,132.0529190,2.090000e-04,-2.090000e-04,1.2750,0.1620,-0.1020,2.34960,0.01150,-0.01150,2.3741e+03,1.020e+01,-1.020e+01,49.16,1.311e+01,-1.599e+01,2271.0,,,6312.99,5087.41,-3737.26,296.00,1,q1_q17_dr25_tce,6032.00,181.00,-163.00,4.147,0.299,-0.161,1.3650,0.3640,-0.4440,293.167270,37.841389,12.735
2693092,K06285.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,39.841522897,2.0980000e-06,-2.0980000e-06,168.1412318,4.290000e-05,-4.290000e-05,0.9020,0.0070,-0.0080,8.79024,0.00212,-0.00212,1.4368e+05,3.140e+01,-3.140e+01,116.52,2.145e+01,-3.985e+01,765.0,,,80.93,45.28,-49.93,4421.60,1,q1_q17_dr25_tce,6078.00,164.00,-183.00,3.946,0.277,-0.111,2.0700,0.3810,-0.7080,285.904850,37.928089,12.003
2708156,K06286.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,1.891268461,8.5000000e-08,-8.5000000e-08,132.6833032,3.720000e-05,-3.720000e-05,0.1830,0.0030,0.0000,8.24958,0.00240,-0.00240,6.4191e+05,2.900e+02,-2.900e+02,399.93,2.488e+01,-2.236e+02,5047.0,,,153163.32,39628.83,-128025.35,4211.80,1,q1_q17_dr25_tce,11287.00,313.00,-469.00,3.642,0.522,-0.058,4.6620,0.2900,-2.6060,290.287110,37.936508,10.672
2708172,K06287.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,1.891144410,3.3260000e-05,-3.3260000e-05,132.7545000,1.640000e-02,-1.640000e-02,1.0880,0.2640,-0.0940,8.72400,0.85200,-0.85200,4.9900e+01,3.700e+00,-3.700e+00,6.57,4.700e-01,-5.800e-01,932.0,,,177.97,52.12,-46.84,16.70,1,q1_q17_dr25_tce,4267.00,128.00,-128.00,4.637,0.049,-0.021,0.6270,0.0450,-0.0550,290.291750,37.981079,13.814
4375101,K06411.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,61.259649560,2.3390000e-05,-2.3390000e-05,140.6986490,2.810000e-04,-2.810000e-04,0.7410,0.0290,-0.0240,12.17770,0.01750,-0.01750,2.3326e+05,3.150e+02,-3.150e+02,54.72,1.595e+01,-5.290e+00,447.0,,,9.45,8.07,-2.71,880.30,1,q1_q17_dr25_tce,5912.00,159.00,-195.00,4.532,0.036,-0.204,0.8890,0.2590,-0.0860,294.153290,39.464279,15.518
4380283,K06412.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,0.872359598,8.5000000e-08,-8.5000000e-08,132.0311474,8.120000e-05,-8.120000e-05,0.6860,0.0220,-0.0200,3.74512,0.00457,-0.00457,2.6705e+05,2.040e+02,-2.040e+02,67.08,1.997e+01,-9.990e+00,2112.0,,,4703.58,4144.16,-1749.84,1063.20,1,q1_q17_dr25_tce,6240.00,175.00,-219.00,4.391,0.090,-0.195,1.0480,0.3120,-0.1560,295.319000,39.480049,14.742
4384793,K06413.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,374.318792000,6.9910000e-03,-6.9910000e-03,431.5127000,2.960000e-02,-2.960000e-02,0.8507,2.1880,-0.8498,5.96000,1.50000,-1.50000,1.5414e+06,3.886e+05,-3.886e+05,243.21,1.042e+02,-1.820e+01,241.0,,,0.79,1.05,-0.19,10.30,1,q1_q17_dr24_tce,5997.00,192.00,-188.00,4.572,0.030,-0.030,0.8150,0.3490,-0.0610,296.202270,39.405190,15.369
4445630,K06414.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,5.627911313,3.8300000e-07,-3.8300000e-07,133.1491782,5.660000e-05,-5.660000e-05,0.4640,0.0030,-0.0020,7.08223,0.00301,-0.00301,4.3433e+05,1.370e+02,-1.370e+02,81.61,2.686e+01,-1.149e+01,1167.0,,,438.81,424.89,-154.77,2890.70,1,q1_q17_dr25_tce,6280.00,172.00,-203.00,4.361,0.101,-0.203,1.1150,0.3670,-0.1570,285.062410,39.574390,13.858
4446411,K06415.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,0.629276550,7.6200000e-07,-7.6200000e-07,132.0153210,9.680000e-04,-9.680000e-04,0.9800,0.0330,-0.6810,0.96980,0.06300,-0.06300,8.3950e+02,3.750e+01,-3.750e+01,4.64,1.280e+00,-7.500e-01,2102.0,,,4624.30,4177.73,-1858.39,30.90,1,q1_q17_dr25_tce,5628.00,225.00,-225.00,4.388,0.153,-0.187,0.9760,0.2690,-0.1570,285.410000,39.528370,14.027
4454219,K06416.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,1.225781340,4.5910000e-05,-4.5910000e-05,131.6062000,5.400000e-02,-5.400000e-02,0.9850,6.8360,-0.1770,2.23500,0.03740,-0.03740,9.9376e+04,1.318e+03,-1.318e+03,53.32,0.000e+00,0.000e+00,1701.0,,,1973.12,0.00,0.00,86.80,1,q1_q17_dr25_tce,5780.00,,,4.438,,,1.0000,,,288.563140,39.541649,17.431
4456622,K06417.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,0.751408792,2.0800000e-07,-2.0800000e-07,131.9482660,2.290000e-04,-2.290000e-04,1.2420,0.7560,-0.1360,2.29740,0.01280,-0.01280,1.7481e+04,6.700e+01,-6.700e+01,41.48,1.102e+01,-5.520e+00,1926.0,,,3241.36,2604.11,-1083.95,267.30,1,q1_q17_dr25_tce,5697.00,171.00,-171.00,4.460,0.108,-0.175,0.9030,0.2400,-0.1200,289.324340,39.582581,15.596
4482738,K06418.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1,0.866344816,1.6010000e-06,-1.6010000e-06,132.0635800,1.630000e-03,-1.630000e-03,0.3180,0.1350,-0.3180,1.91880,0.05470,-0.05470,2.3360e+02,6.000e+00,-6.000e+00,6.85,1.520e+00,-1.600e-01,3569.0,,,38575.44,24242.58,-3799.76,46.50,1,q1_q17_dr25_tce,4936.00,109.00,-69.00,3.055,0.028,-0.031,4.5270,1.0030,-0.1060,296.139010,39.579632,12.945
